1,2,3,4,5,6,7,8
91051312,2007/11/30 00:00,7H7145,2007/12/5 00:00,0,,,A
91051312,2008/1/26 00:00,29H10181,2008/2/4 00:00,0,,,A
91051312,2008/11/30 00:00,29H10442,2008/12/6 00:00,0,,,A
91051313,2007/1/2 00:00,JP3H51821,2007/1/12 00:00,0,,,A
91051313,2007/4/14 00:00,JP3H51821,2007/4/17 00:00,0,,,A
91051313,2007/5/5 00:00,7H6959,2007/5/9 00:00,0,,,A
91051313,2008/4/29 00:00,29H9138,2008/5/16 00:00,0,,,A
91051313,2008/11/7 00:00,29H10728,2008/11/14 00:00,0,,,A
91051313,2008/11/14 00:00,29H10728,2008/12/6 00:00,0,,,A
91051313,2008/12/21 00:00,29H11089,2009/1/12 00:00,0,,,A
91051313,2009/2/17 00:00,7H8165,2009/3/6 00:00,0,,,A
91051314,2006/10/26 00:00,29H10442,2006/12/13 00:00,0,,,A
91051314,2007/4/28 00:00,14H4099,2007/5/9 00:00,0,,,A
91051314,2007/6/10 00:00,7H6959,2007/6/12 00:00,0,,,A
91051314,2007/8/15 00:00,7H7173,2007/8/18 00:00,0,,,A
91051314,2007/12/2 00:00,29H10181,2007/12/5 00:00,0,,,A
91051314,2008/1/26 00:00,29H10181,2008/2/4 00:00,0,,,A
91051314,2008/3/28 00:00,29H9138,2008/4/9 00:00,0,,,A
91051315,2006/9/6 00:00,14H2288,2006/12/13 00:00,0,,,A
91051315,2006/12/8 00:00,29H6959,2007/1/12 00:00,0,,,A
91051315,2007/10/23 00:00,1H7383,2007/11/7 00:00,0,,,A
91051315,2007/11/13 00:00,7H7145,2007/12/5 00:00,0,,,A
91051321,2004/2/5 00:00,1H3895,2004/2/12 00:00,0,,,A
91051321,2005/4/21 00:00,29H10340,2005/5/11 00:00,0,,,A
91051322,2003/8/9 00:00,1H3390,2003/8/20 00:00,0,,,A
91051322,2004/1/23 00:00,1H1028,2004/2/12 00:00,0,,,A
91051322,2005/4/1 00:00,29H8933,2005/4/9 00:00,0,,,A
91051322,2006/2/20 00:00,14H3596,2006/3/29 00:00,0,,,A
91051322,2007/1/19 00:00,JP3H51821,2007/2/9 00:00,0,,,A
91051322,2008/5/26 00:00,14H4099,2008/6/13 00:00,0,,,A
91051322,2009/5/22 00:00,29H10483,2009/6/15 00:00,0,,,A
91051325,2003/12/9 00:00,29H8933,2004/2/19 00:00,0,,,A
91051325,2004/5/18 00:00,14H4267,2004/6/14 00:00,0,,,A
91051325,2004/7/11 00:00,14H3182,2004/7/13 00:00,0,,,A
91051328,2004/2/5 00:00,1H3895,2004/2/12 00:00,0,,,A
91051328,2004/2/27 00:00,1H3895,2004/3/9 00:00,0,,,A
91051328,2005/2/23 00:00,29H8933,2005/3/14 00:00,0,,,A
91051328,2006/3/15 00:00,14H3596,2006/3/29 00:00,0,,,A
91051328,2007/5/2 00:00,7H6959,2007/5/9 00:00,0,,,A
91051328,2007/8/22 00:00,7H7173,2007/9/4 00:00,0,,,A
91051328,2007/11/4 00:00,1H7383,2007/11/7 00:00,0,,,A
91051328,2008/10/12 00:00,29H10808,2008/11/14 00:00,0,,,A
91051328,2009/8/2 00:00,29H10312,2009/8/11 00:00,0,,,A
91051328,2009/10/8 00:00,11H6708,2009/10/13 00:00,0,,,A
91051328,2010/9/9 00:00,7H7735,2010/9/30 00:00,0,,,A
91051329,2003/8/3 00:00,1H3390,2003/8/20 00:00,0,,,A
91051329,2004/7/7 00:00,14H3182,2004/7/13 00:00,0,,,A
91051329,2004/9/16 00:00,7H6417,2004/10/18 00:00,0,,,A
91051329,2005/2/23 00:00,29H8933,2005/3/14 00:00,0,,,A
91051329,2005/3/14 00:00,29H8933,2005/4/9 00:00,0,,,A
91051329,2005/5/18 00:00,29H10585,2005/6/29 00:00,0,,,A
91051329,2005/7/16 00:00,1H1028,2005/7/30 00:00,0,,,A
91051329,2006/6/3 00:00,14H2288,2006/11/20 00:00,0,,,A
91051329,2007/5/6 00:00,7H6959,2007/5/9 00:00,0,,,A
91051329,2007/6/4 00:00,7H6159,2007/6/12 00:00,0,,,A
91051329,2008/4/30 00:00,29H9138,2008/5/16 00:00,0,,,A
91051329,2008/5/22 00:00,29H9138,2008/6/13 00:00,0,,,A
91051330,2003/11/23 00:00,7H5484,2003/12/12 00:00,0,,,A
91051330,2005/2/23 00:00,29H8933,2005/3/14 00:00,0,,,A
91051330,2005/4/28 00:00,29H10585,2005/5/11 00:00,0,,,A
91051330,2005/6/29 00:00,9H2538,2005/7/30 00:00,0,,,A
91051330,2005/8/12 00:00,7H5699,2005/8/29 00:00,0,,,A
91051331,2003/11/17 00:00,7H5484,2003/12/12 00:00,0,,,A
91051331,2003/12/31 00:00,1H763,2004/1/16 00:00,0,,,A
91051331,2004/4/13 00:00,14H3182,2004/5/11 00:00,0,,,A
91051331,2005/5/9 00:00,29H10585,2005/6/29 00:00,0,,,A
91051331,2005/8/5 00:00,1H1028,2005/8/29 00:00,0,,,A
91051331,2005/9/16 00:00,7H5687,2005/9/28 00:00,0,,,A
91051331,2005/10/10 00:00,200H3201,2005/11/9 00:00,0,,,A
91051332,2004/5/22 00:00,7H6417,2004/6/14 00:00,0,,,A
91051332,2005/4/12 00:00,29H9721,2005/5/11 00:00,0,,,A
91051332,2005/6/5 00:00,29H10585,2005/6/29 00:00,0,,,A
91051332,2005/7/15 00:00,9H2538,2005/7/30 00:00,0,,,A
91051332,2005/8/27 00:00,11H5506,2005/9/28 00:00,0,,,A
91051332,2005/10/7 00:00,200H3201,2005/11/9 00:00,0,,,A
91051332,2005/12/16 00:00,7H5922,2005/12/29 00:00,0,,,A
91051332,2006/5/24 00:00,14H2632,2006/6/1 00:00,0,,,A
91051332,2006/10/16 00:00,1H7202,2006/12/13 00:00,0,,,A
91051332,2007/9/29 00:00,7H5605,2007/10/10 00:00,0,,,A
91051332,2007/12/5 00:00,29H10181,2008/1/8 00:00,0,,,A
91051332,2008/9/1 00:00,29H10312,2008/9/12 00:00,0,,,A
91051334,2003/7/18 00:00,1H3390,2003/8/20 00:00,0,,,A
91051334,2003/8/27 00:00,151H272,2003/9/17 00:00,0,,,A
91051335,2003/11/17 00:00,7H5484,2003/12/12 00:00,0,,,A
91051335,2005/2/23 00:00,29H8933,2005/3/14 00:00,0,,,A
91051335,2006/3/22 00:00,14H3596,2006/3/29 00:00,0,,,A
91051335,2006/4/17 00:00,JP3H51821,2006/4/29 00:00,0,,,A
91051335,2007/3/1 00:00,7H6959,2007/3/6 00:00,0,,,A
91051335,2007/5/6 00:00,7H6959,2007/5/9 00:00,0,,,A
91051336,2003/8/9 00:00,1H3390,2003/8/20 00:00,0,,,A
91051336,2003/10/10 00:00,151H277,2003/10/20 00:00,0,,,A
91051337,2004/3/30 00:00,1H3895,2004/4/8 00:00,0,,,A
91051337,2004/12/12 00:00,29H9832,2005/1/10 00:00,0,,,A
91051337,2005/2/19 00:00,29H8933,2005/3/14 00:00,0,,,A
91051337,2005/4/25 00:00,29H10585,2005/5/11 00:00,0,,,A
91051338,2004/1/29 00:00,1H1028,2004/2/12 00:00,0,,,A
91051338,2005/1/4 00:00,29H9721,2005/3/14 00:00,0,,,A
91051338,2005/5/3 00:00,29H10585,2005/5/11 00:00,0,,,A
91051339,2004/1/29 00:00,1H1028,2004/2/12 00:00,0,,,A
91051339,2004/4/16 00:00,14H3182,2004/5/11 00:00,0,,,A
91051340,2004/4/13 00:00,14H3182,2004/5/11 00:00,0,,,A
91051340,2004/7/7 00:00,14H3182,2004/7/13 00:00,0,,,A
91051340,2004/9/30 00:00,7H5300,2004/10/18 00:00,0,,,A
91051340,2005/1/25 00:00,29H10241,2005/2/3 00:00,0,,,A
91051340,2005/4/6 00:00,29H8933,2005/4/9 00:00,0,,,A
91051340,2005/4/22 00:00,29H10585,2005/5/11 00:00,0,,,A
91051340,2005/6/15 00:00,29H10442,2005/6/29 00:00,0,,,A
91051341,2004/7/7 00:00,14H3182,2004/7/13 00:00,0,,,A
91051341,2004/8/23 00:00,14H3182,2004/9/13 00:00,0,,,A
91051341,2005/8/17 00:00,7H5699,2005/8/29 00:00,0,,,A
91051341,2005/10/7 00:00,200H3201,2005/11/9 00:00,0,,,A
91051341,2005/11/6 00:00,1H5055,2005/12/29 00:00,0,,,A
91051341,2006/10/31 00:00,29H10442,2006/11/20 00:00,0,,,A
91051342,2003/11/11 00:00,7H5484,2003/12/12 00:00,0,,,A
91051342,2004/2/20 00:00,1H3895,2004/3/9 00:00,0,,,A
91051342,2004/3/13 00:00,1H3895,2004/4/8 00:00,0,,,A
91051342,2004/5/18 00:00,1H4267,2004/6/14 00:00,0,,,A
91051342,2005/7/19 00:00,1H1028,2005/7/30 00:00,0,,,A
91051344,2003/10/18 00:00,151H277,2003/11/14 00:00,0,,,A
91051344,2004/2/5 00:00,1H3895,2004/2/12 00:00,0,,,A
91051345,2004/6/6 00:00,14H3182,2004/6/14 00:00,0,,,A
91051345,2005/9/9 00:00,7H5687,2005/9/28 00:00,0,,,A
91051345,2005/10/26 00:00,1H5505,2005/11/9 00:00,0,,,A
91051345,2005/12/6 00:00,7H6929,2005/12/29 00:00,0,,,A
91051345,2006/10/30 00:00,29H10870,2006/11/20 00:00,0,,,A
91051345,2006/12/9 00:00,29H10447,2007/1/12 00:00,0,,,A
91051345,2007/2/4 00:00,7H6959,2007/2/9 00:00,0,,,A
91051345,2008/5/5 00:00,29H9138,2008/5/16 00:00,0,,,A
91051345,2009/5/1 00:00,29H10808,2009/5/11 00:00,0,,,A
91051345,2009/7/8 00:00,29H10867,2009/7/14 00:00,0,,,A
91051345,2009/10/1 00:00,11H9284,2009/10/13 00:00,0,,,A
91051345,2009/11/1 00:00,11H9284,2009/11/24 00:00,0,,,A
91051345,2009/11/22 00:00,11H9688,2010/1/27 00:00,0,,,A
91051345,2010/2/26 00:00,7H7763,2010/2/28 00:00,0,,,A
91051346,2003/11/25 00:00,7H5484,2003/12/12 00:00,0,,,A
91051346,2003/12/17 00:00,29H8933,2004/1/16 00:00,0,,,A
91051346,2004/2/19 00:00,29H8933,2004/3/9 00:00,0,,,A
91051346,2005/4/12 00:00,7H6417,2005/5/11 00:00,0,,,A
91051346,2006/3/24 00:00,14H3596,2006/3/29 00:00,0,,,A
91051346,2006/4/17 00:00,JP3H51821,2006/4/29 00:00,0,,,A
91051346,2007/6/23 00:00,14H3594,2007/7/10 00:00,0,,,A
91051346,2007/8/23 00:00,1H7128,2007/9/4 00:00,0,,,A
91051346,2007/10/24 00:00,1H7383,2007/11/7 00:00,0,,,A
91051347,2004/5/3 00:00,14H3182,2004/5/11 00:00,0,,,A
91051347,2004/7/6 00:00,JP3H3464,2004/7/13 00:00,0,,,A
91051347,2004/10/31 00:00,29H9721,2004/11/9 00:00,0,,,A
91051347,2005/2/3 00:00,29H10241,2005/3/14 00:00,0,,,A
91051347,2005/12/10 00:00,7H6929,2005/12/29 00:00,0,,,A
91051347,2006/1/10 00:00,7H5922,2006/3/29 00:00,0,,,A
91051347,2006/11/17 00:00,29H10870,2006/12/13 00:00,0,,,A
91051347,2006/12/7 00:00,7H6959,2007/1/12 00:00,0,,,A
91051347,2007/8/28 00:00,7H5605,2007/9/4 00:00,0,,,A
91051347,2007/11/4 00:00,1H7383,2007/11/7 00:00,0,,,A
91051347,2007/12/10 00:00,29H10181,2008/1/8 00:00,0,,,A
91051347,2008/11/4 00:00,29H10728,2008/11/14 00:00,0,,,A
91051347,2008/11/25 00:00,29H10728,2008/12/6 00:00,0,,,A
91051347,2008/12/29 00:00,29H11089,2009/1/12 00:00,0,,,A
91051347,2009/12/22 00:00,JP3H52603,2010/1/27 00:00,0,,,A
91051348,2003/6/11 00:00,1H3390,2003/7/14 00:00,0,,,A
91051348,2003/10/19 00:00,7H5484,2004/9/15 00:00,0,,,A
91051348,2004/5/3 00:00,14H3182,2004/5/11 00:00,0,,,A
91051348,2004/5/22 00:00,7H5417,2004/6/14 00:00,0,,,A
91051348,2004/6/17 00:00,14H3182,2004/7/13 00:00,0,,,A
91051348,2005/1/2 00:00,29H9832,2005/1/10 00:00,0,,,A
91051348,2005/12/14 00:00,7H5922,2005/12/29 00:00,0,,,A
91051348,2006/11/27 00:00,29H10870,2006/12/13 00:00,0,,,A
91051348,2007/1/2 00:00,JP3H51821,2007/1/12 00:00,0,,,A
91051348,2007/12/3 00:00,29H10181,2008/1/8 00:00,0,,,A
91051349,2003/11/7 00:00,151H277,2003/11/14 00:00,0,,,A
91051349,2004/5/25 00:00,1H4267,2005/3/15 00:00,0,,,A
91051349,2005/5/3 00:00,29H10585,2005/5/11 00:00,0,,,A
91051349,2005/6/5 00:00,29H10585,2005/6/29 00:00,0,,,A
91051349,2005/7/25 00:00,7H5442,2005/7/30 00:00,0,,,A
91051349,2005/7/28 00:00,7H5442,2005/8/29 00:00,0,,,A
91051349,2005/9/14 00:00,7H5687,2005/9/28 00:00,0,,,A
91051349,2005/12/16 00:00,7H5922,2005/12/29 00:00,0,,,A
91051349,2006/2/5 00:00,14H3596,2006/3/29 00:00,0,,,A
91051349,2006/10/6 00:00,1H6517,2006/11/20 00:00,0,,,A
91051350,2003/7/1 00:00,1H3390,2004/5/11 00:00,0,,,A
91051350,2004/6/15 00:00,29H9380,2005/4/9 00:00,0,,,A
91051350,2005/4/28 00:00,29H10585,2005/5/11 00:00,0,,,A
91051350,2006/11/14 00:00,7H6750,2006/12/13 00:00,0,,,A
91051353,2003/6/16 00:00,1H3390,2003/7/14 00:00,0,,,A
91051353,2003/9/12 00:00,151H277,2003/9/17 00:00,0,,,A
91051353,2005/1/19 00:00,29H10241,2005/2/3 00:00,0,,,A
91051353,2005/3/30 00:00,29H8933,2005/4/9 00:00,0,,,A
91051353,2005/6/15 00:00,29H10440,2005/6/29 00:00,0,,,A
91051353,2005/7/20 00:00,1H5506,2005/7/30 00:00,0,,,A
91051353,2006/2/5 00:00,14H3596,2006/3/29 00:00,0,,,A
91051353,2007/1/2 00:00,JP3H51821,2007/2/9 00:00,0,,,A
91051353,2007/2/24 00:00,7H6959,2007/3/6 00:00,0,,,A
91051353,2007/4/15 00:00,JP3H51821,2007/4/17 00:00,0,,,A
91051353,2007/5/7 00:00,7H6959,2007/5/9 00:00,0,,,A
91051353,2007/5/29 00:00,7H6959,2007/6/12 00:00,0,,,A
91051353,2007/8/1 00:00,7H7173,2007/8/18 00:00,0,,,A
91051353,2007/9/22 00:00,7H5605,2007/10/10 00:00,0,,,A
91051353,2007/10/17 00:00,1H7383,2007/11/7 00:00,0,,,A
91051353,2007/11/30 00:00,7H7145,2007/12/5 00:00,0,,,A
91051353,2008/11/19 00:00,29H10728,2008/12/6 00:00,0,,,A
91051353,2009/1/3 00:00,29H10312,2009/1/12 00:00,0,,,A
91051353,2009/12/22 00:00,JP3H52603,2010/1/27 00:00,0,,,A
91051353,2010/4/8 00:00,7H8350,2010/5/20 00:00,0,,,A
91051354,2003/8/9 00:00,1H3390,2003/8/20 00:00,0,,,A
91051354,2003/11/12 00:00,7H5484,2003/12/12 00:00,0,,,A
91051354,2005/5/18 00:00,29H10585,2005/6/29 00:00,0,,,A
91051354,2006/8/9 00:00,200H0048,2006/11/20 00:00,0,,,A
91051354,2007/8/9 00:00,1H7128,2007/8/18 00:00,0,,,A
91051356,2003/7/12 00:00,1H3390,2003/8/20 00:00,0,,,A
91051356,2003/9/4 00:00,151H272,2003/9/17 00:00,0,,,A
91051356,2003/10/5 00:00,151H277,2003/10/20 00:00,0,,,A
91051356,2003/12/8 00:00,29H8933,2003/12/12 00:00,0,,,A
91051358,2003/7/24 00:00,1H3390,2003/8/20 00:00,0,,,A
91051358,2003/8/19 00:00,1H5021,2003/9/17 00:00,0,,,A
91051358,2003/11/10 00:00,151H277,2003/11/14 00:00,0,,,A
91051358,2005/4/6 00:00,29H8933,2005/4/9 00:00,0,,,A
91051358,2005/8/1 00:00,1H5506,2005/8/29 00:00,0,,,A
91051358,2005/10/16 00:00,200H3201,2005/11/9 00:00,0,,,A
91051358,2006/3/18 00:00,14H3596,2006/3/29 00:00,0,,,A
91051359,2003/7/25 00:00,1H3390,2003/8/20 00:00,0,,,A
91051359,2003/9/9 00:00,151H272,2003/9/17 00:00,0,,,A
91051359,2003/10/5 00:00,151H277,2003/10/20 00:00,0,,,A
91051359,2004/4/13 00:00,14H3182,2004/5/11 00:00,0,,,A
91051359,2005/3/25 00:00,29H8933,2005/4/9 00:00,0,,,A
91051359,2005/5/10 00:00,29H10585,2005/6/29 00:00,0,,,A
91051359,2005/12/16 00:00,7H5922,2005/12/29 00:00,0,,,A
91051359,2006/1/27 00:00,14H3596,2006/3/29 00:00,0,,,A
91051359,2006/4/20 00:00,JP3H52371,2006/4/29 00:00,0,,,A
91051359,2006/10/25 00:00,1H7252,2006/12/13 00:00,0,,,A
91051359,2006/12/7 00:00,29H6959,2007/1/12 00:00,0,,,A
91051360,2003/7/12 00:00,1H3390,2003/8/20 00:00,0,,,A
91051360,2004/4/13 00:00,14H3182,2004/5/11 00:00,0,,,A
91051360,2004/6/28 00:00,14H3182,2004/7/13 00:00,0,,,A
91051361,2003/9/4 00:00,151H272,2003/9/17 00:00,0,,,A
91051361,2003/11/10 00:00,7H5484,2003/11/14 00:00,0,,,A
91051361,2004/6/9 00:00,14H3182,2004/7/13 00:00,0,,,A
91051363,2003/7/12 00:00,1H3390,2003/8/20 00:00,0,,,A
91051363,2003/10/7 00:00,151H277,2003/10/20 00:00,0,,,A
91051363,2003/10/18 00:00,151H277,2003/11/14 00:00,0,,,A
91051363,2004/4/13 00:00,14H3182,2004/5/11 00:00,0,,,A
91051363,2004/6/26 00:00,14H3182,2004/7/13 00:00,0,,,A
91051363,2004/7/23 00:00,JP3H3464,2004/8/10 00:00,0,,,A
91051364,2004/7/8 00:00,29H8938,2004/7/13 00:00,0,,,A
91051364,2005/4/6 00:00,29H8933,2005/4/9 00:00,0,,,A
91051364,2005/11/5 00:00,1H5055,2005/12/29 00:00,0,,,A
91051364,2006/1/18 00:00,11H3596,2006/3/29 00:00,0,,,A
91051366,2003/11/18 00:00,7H5484,2003/12/12 00:00,0,,,A
91051366,2004/1/21 00:00,1H1028,2004/2/12 00:00,0,,,A
91051366,2005/1/19 00:00,29H9833,2005/2/3 00:00,0,,,A
91051366,2005/3/25 00:00,29H8933,2005/4/9 00:00,0,,,A
91051366,2006/3/26 00:00,14H3596,2006/3/29 00:00,0,,,A
91051366,2006/6/18 00:00,14H2288,2006/11/20 00:00,0,,,A
91051366,2007/2/20 00:00,7H6959,2007/3/6 00:00,0,,,A
91051366,2007/3/14 00:00,7H6959,2007/4/17 00:00,0,,,A
91051366,2007/5/5 00:00,7H6959,2007/5/9 00:00,0,,,A
91051366,2007/5/31 00:00,7H6959,2007/6/12 00:00,0,,,A
91051366,2007/6/25 00:00,14H3594,2007/7/10 00:00,0,,,A
91051366,2007/10/18 00:00,1H7383,2007/11/7 00:00,0,,,A
91051366,2007/11/11 00:00,7H7145,2007/12/5 00:00,0,,,A
91051366,2008/11/7 00:00,29H10728,2008/11/14 00:00,0,,,A
91051366,2009/1/9 00:00,29H10312,2009/2/9 00:00,0,,,A
91051366,2009/2/20 00:00,7H8165,2009/3/6 00:00,0,,,A
91051366,2010/3/9 00:00,14H4816,2010/3/26 00:00,0,,,A
91051366,2010/5/12 00:00,507H8477,2010/5/21 00:00,0,,,A
91051367,2003/8/9 00:00,1H5021,2003/8/20 00:00,0,,,A
91051367,2004/7/7 00:00,14H3182,2004/7/13 00:00,0,,,A
91051367,2004/7/31 00:00,JP3H3464,2004/8/10 00:00,0,,,A
91051367,2004/10/12 00:00,73H5300,2004/10/18 00:00,0,,,A
91051367,2005/9/5 00:00,7H5687,2005/9/28 00:00,0,,,A
91051367,2005/10/7 00:00,200H3201,2005/11/9 00:00,0,,,A
91051367,2005/10/30 00:00,1H5505,2005/12/29 00:00,0,,,A
91051367,2006/4/5 00:00,14H3596,2006/4/29 00:00,0,,,A
91051367,2006/4/26 00:00,JP3H52371,2006/6/1 00:00,0,,,A
91051367,2006/11/12 00:00,1H7252,2006/11/20 00:00,0,,,A
91051367,2006/12/4 00:00,7H6959,2006/12/13 00:00,0,,,A
91051369,2003/7/12 00:00,29H8933,2003/8/20 00:00,0,,,A
91051369,2003/10/28 00:00,151H277,2003/11/14 00:00,0,,,A
91051369,2003/12/6 00:00,29H8933,2003/12/12 00:00,0,,,A
91051369,2004/7/9 00:00,14H3182,2004/7/13 00:00,0,,,A
91051369,2004/11/4 00:00,29H10241,2004/11/9 00:00,0,,,A
91051369,2005/1/4 00:00,29H8933,2005/1/10 00:00,0,,,A
91051369,2005/2/5 00:00,29H10241,2005/3/14 00:00,0,,,A
91051369,2005/6/6 00:00,29H10585,2005/6/29 00:00,0,,,A
91051369,2005/7/14 00:00,7H5699,2005/7/30 00:00,0,,,A
91051370,2003/7/12 00:00,29H8933,2003/8/20 00:00,0,,,A
91051370,2003/10/18 00:00,151H277,2003/11/14 00:00,0,,,A
91051370,2004/1/24 00:00,1H1028,2004/2/12 00:00,0,,,A
91051372,2003/10/28 00:00,151H277,2003/11/14 00:00,0,,,A
91051372,2005/8/19 00:00,7H5699,2005/8/29 00:00,0,,,A
91051372,2005/10/7 00:00,200H3201,2005/11/9 00:00,0,,,A
91051372,2006/3/23 00:00,14H3596,2006/3/29 00:00,0,,,A
91051372,2006/4/17 00:00,JPH51821,2006/4/29 00:00,0,,,A
91051372,2006/5/7 00:00,JP3H52371,2006/6/1 00:00,0,,,A
91051387,2003/5/2 00:00,29H8377,2003/6/16 00:00,0,,,A
91051387,2003/7/20 00:00,29H8933,2003/8/20 00:00,0,,,A
91051387,2003/9/6 00:00,151H272,2003/9/17 00:00,0,,,A
91051394,2003/12/18 00:00,29H8933,2004/3/9 00:00,0,,,A
91051442,2003/8/9 00:00,1H5021,2003/8/20 00:00,0,,,A
91051442,2005/1/19 00:00,29H9832,2005/2/3 00:00,0,,,A
91051442,2005/4/6 00:00,29H8933,2005/4/9 00:00,0,,,A
91051456,2004/6/1 00:00,29H8538,2004/6/14 00:00,0,,,A
91051456,2004/7/15 00:00,JP3H3464,2004/8/10 00:00,0,,,A
91051456,2005/6/14 00:00,29H10442,2005/6/29 00:00,0,,,A
91051456,2005/8/31 00:00,7H5699,2005/9/28 00:00,0,,,A
91051456,2006/9/30 00:00,3H51821,2006/11/20 00:00,0,,,A
91051456,2007/1/2 00:00,29H0042,2007/1/12 00:00,0,,,A
91051456,2007/1/23 00:00,T369,2007/2/9 00:00,0,,,A
91051456,2007/4/4 00:00,JP3H51821,2007/4/17 00:00,0,,,A
91051456,2008/3/21 00:00,29H11068,2008/4/9 00:00,0,,,A
91051456,2009/4/28 00:00,7H7043,2009/5/11 00:00,0,,,A
91051456,2009/6/14 00:00,7H8163,2009/7/14 00:00,0,,,A
91051456,2009/12/22 00:00,JP3H52603,2010/1/27 00:00,0,,,A
91051514,2006/3/22 00:00,14H3596,2006/3/29 00:00,0,,,A
91051514,2006/4/14 00:00,JP3H51821,2006/4/29 00:00,0,,,A
91051514,2006/5/6 00:00,JP3H52371,2006/6/1 00:00,0,,,A
91051514,2006/8/25 00:00,200H0048,2006/11/20 00:00,0,,,A
91051514,2007/7/31 00:00,7H7173,2007/8/18 00:00,0,,,A
91051514,2008/1/21 00:00,29H10442,2008/2/4 00:00,0,,,A
91051514,2009/3/11 00:00,29H11191,2009/4/13 00:00,0,,,A
91051514,2009/8/1 00:00,29H10312,2009/8/11 00:00,0,,,A
91051532,2005/7/27 00:00,7H5699,2005/8/29 00:00,0,,,A
91051548,2003/10/20 00:00,1H3895,2004/10/19 00:00,0,,,A
91051548,2005/4/25 00:00,29H10585,2005/5/11 00:00,0,,,A
91051548,2005/6/11 00:00,29H10442,2005/6/29 00:00,0,,,A
91051548,2005/8/14 00:00,1H5506,2005/8/29 00:00,0,,,A
91051548,2006/3/2 00:00,14H3596,2006/3/29 00:00,0,,,A
91051548,2006/4/18 00:00,JP3H51821,2006/4/29 00:00,0,,,A
91051548,2007/8/9 00:00,1H7128,2007/8/18 00:00,0,,,A
91051548,2007/12/21 00:00,29H10181,2008/1/8 00:00,0,,,A
91122403,2003/10/3 00:00,14H3234,2003/10/11 00:00,0,,,B
91122403,2003/10/31 00:00,9H2462,2003/11/10 00:00,0,,,B
91122403,2004/9/28 00:00,14H2447,2004/10/9 00:00,0,,,B
91122403,2005/10/25 00:00,11H6152,2005/10/31 00:00,0,,,B
91122403,2005/12/10 00:00,29H8943,2005/12/29 00:00,0,,,B
91122403,2006/1/2 00:00,29H8943,2006/1/23 00:00,0,,,B
91122403,2006/12/22 00:00,1H6959,2007/1/25 00:00,0,,,B
91122403,2007/1/29 00:00,1H6959,2007/2/12 00:00,0,,,B
91122403,2007/6/18 00:00,1H6976,2007/6/25 00:00,0,,,B
91122404,2003/4/29 00:00,29H8538,2003/5/12 00:00,0,,,B
91122404,2004/3/29 00:00,7H6055,2004/4/9 00:00,0,,,B
91122404,2004/7/7 00:00,H01,2004/7/8 00:00,0,,,B
91122404,2004/7/29 00:00,H01,2004/8/13 00:00,0,,,B
91122404,2004/9/6 00:00,H01,2004/9/13 00:00,0,,,B
91122404,2005/5/20 00:00,9H2638,2005/6/20 00:00,0,,,B
91122405,2003/3/14 00:00,29H9158,2003/4/16 00:00,0,,,B
91122405,2004/4/13 00:00,7H6055,2004/5/7 00:00,0,,,B
91122405,2004/5/23 00:00,11H9380,2004/6/10 00:00,0,,,B
91122405,2004/5/28 00:00,11H9380,2004/6/10 00:00,0,,,B
91122405,2004/6/19 00:00,H01,2004/7/8 00:00,0,,,B
91122405,2004/8/11 00:00,H01,2004/8/13 00:00,0,,,B
91122405,2004/10/6 00:00,H01,2004/10/9 00:00,0,,,B
91122405,2007/6/11 00:00,200H0044,2007/6/25 00:00,0,,,B
91122406,2003/10/17 00:00,9H2462,2003/11/10 00:00,0,,,B
91122406,2004/9/26 00:00,73H2239,2004/10/9 00:00,0,,,B
91122406,2005/1/3 00:00,1H5663,2005/1/8 00:00,0,,,B
91122406,2005/2/14 00:00,1H5663,2005/3/7 00:00,0,,,B
91122406,2006/2/22 00:00,H01,2006/2/24 00:00,0,,,B
91122406,2006/4/12 00:00,1H5518,2006/4/26 00:00,0,,,B
91122407,2003/6/5 00:00,14H2687,2003/6/13 00:00,0,,,B
91122407,2003/7/4 00:00,14H2687,2003/7/12 00:00,0,,,B
91122407,2003/8/3 00:00,14H2447,2003/8/14 00:00,0,,,B
91122407,2003/9/12 00:00,1H5306,2003/9/15 00:00,0,,,B
91122407,2003/10/27 00:00,9H2462,2003/11/10 00:00,0,,,B
91122407,2003/11/13 00:00,9H2462,2003/12/10 00:00,0,,,B
91122408,2003/5/19 00:00,29H8538,2003/6/13 00:00,0,,,B
91122408,2003/6/25 00:00,14H2687,2003/7/12 00:00,0,,,B
91122408,2003/9/1 00:00,14H2447,2003/9/15 00:00,0,,,B
91122408,2003/11/4 00:00,9H2462,2003/11/10 00:00,0,,,B
91122409,2004/5/4 00:00,7H6055,2004/5/7 00:00,0,,,B
91122409,2004/5/24 00:00,11H9380,2004/6/10 00:00,0,,,B
91122409,2004/6/13 00:00,11H9380,2004/7/8 00:00,0,,,B
91122409,2004/8/2 00:00,H01,2004/8/13 00:00,0,,,B
91122409,2004/8/24 00:00,H01,2004/9/13 00:00,0,,,B
91122409,2004/9/17 00:00,11H9380,2004/10/9 00:00,0,,,B
91122409,2005/9/18 00:00,14H3524,2005/9/26 00:00,0,,,B
91122409,2005/12/3 00:00,29H8943,2005/12/29 00:00,0,,,B
91122410,2003/9/26 00:00,14H3234,2003/10/11 00:00,0,,,B
91122410,2003/11/24 00:00,9H2462,2003/12/10 00:00,0,,,B
