1,2,3,4,5,6,7,8,9,10,11,12,13
1123374,2014/9/13 00:00,2015/9/5 00:00,,,,2014/9/25 00:00,TRUE,1,1,M,公,B
1123397,2014/9/5 00:00,2015/5/30 00:00,,,,2014/9/25 00:00,TRUE,1,1,M,公,B
1123398,2014/9/11 00:00,2015/6/19 00:00,,,,2014/9/25 00:00,TRUE,1,1,S,母,B
1123401,2014/8/29 00:00,2015/7/9 00:00,,,,2014/9/25 00:00,TRUE,1,1,M,母,B
127915,2014/9/4 00:00,2015/5/30 00:00,,,,2014/9/25 00:00,TRUE,1,1,S,母,B
1123372,2014/9/15 00:00,2015/7/9 00:00,,,,2014/9/25 00:00,TRUE,1,1,S,母,B
1123346,2014/9/9 00:00,2015/5/30 00:00,,,,2014/9/25 00:00,TRUE,1,1,M,母,B
185284,2014/8/28 00:00,2015/8/10 00:00,,,575,2014/9/26 00:00,TRUE,2,1,,,C
185308,2014/9/14 00:00,2015/8/25 00:00,,,560,2014/9/26 00:00,TRUE,2,,,,C
95181686,2014/8/26 00:00,,2188118,,700,2014/9/26 00:00,TRUE,7,,,,C
98186934,2014/9/10 00:00,,3183653,,640,2014/9/26 00:00,TRUE,4,1,,,C
99183188,2014/9/21 00:00,2015/8/8 00:00,3183655,,600,2014/9/26 00:00,TRUE,3,1,,,C
99183204,2014/8/24 00:00,2015/8/25 00:00,,,605,2014/9/26 00:00,TRUE,3,1,,,C
1181909,2014/9/16 00:00,2015/6/23 00:00,3183654,,540,2014/9/26 00:00,TRUE,1,1,,,C
185303,2014/10/5 00:00,2015/8/1 00:00,,,600,2014/10/16 00:00,TRUE,2,1,,,C
96185476,2014/10/7 00:00,2015/6/25 00:00,,,680,2014/10/16 00:00,TRUE,7,1,,,C
98186933,2014/10/10 00:00,2015/11/25 00:00,,,625,2014/10/16 00:00,TRUE,4,1,,,C
98186939,2014/9/28 00:00,2015/8/5 00:00,,,600,2014/10/16 00:00,TRUE,3,1,,,C
99183211,2014/10/2 00:00,2015/6/25 00:00,,,630,2014/10/16 00:00,TRUE,3,1,,,C
98051962,2014/9/18 00:00,,,,,2014/10/16 00:00,TRUE,3,,,,A
98051969,2014/9/28 00:00,2015/6/3 00:00,,,,2014/10/16 00:00,TRUE,3,,,,A
99051773,2014/9/19 00:00,2015/8/18 00:00,,,,2014/10/16 00:00,TRUE,2,,,,A
1051831,2014/10/9 00:00,,M63,,,2014/10/16 00:00,TRUE,1,,,,A
1051820,2014/10/5 00:00,2015/10/25 00:00,,,,2014/10/16 00:00,TRUE,1,,,,A
122597,2014/9/7 00:00,2015/7/9 00:00,,,,2014/10/24 00:00,TRUE,2,1,M,公,B
122647,2014/9/28 00:00,2016/9/24 00:00,,,,2014/10/24 00:00,TRUE,2,1,M,公,B
124293,2014/10/3 00:00,2015/6/29 00:00,,,,2014/10/24 00:00,TRUE,2,1,M,公,B
124302,2014/9/28 00:00,2015/6/29 00:00,,,,2014/10/24 00:00,TRUE,2,1,M,母,B
124320,2014/10/18 00:00,2015/8/28 00:00,,,,2014/10/24 00:00,TRUE,2,2,L,公,B
98091827,2014/10/6 00:00,2016/2/5 00:00,,,,2014/10/24 00:00,TRUE,3,1,,,B
98122742,2014/10/13 00:00,2015/10/21 00:00,,,560,2014/10/24 00:00,TRUE,4,1,M,母,B
98127844,2014/9/25 00:00,2015/10/11 00:00,,,,2014/10/24 00:00,TRUE,3,2,M,公,B
99127592,2014/10/21 00:00,2015/9/18 00:00,,,,2014/10/24 00:00,TRUE,2,1,M,公,B
99127667,2014/10/15 00:00,,,,,2014/10/24 00:00,TRUE,3,2,M,公,B
99127672,2014/10/4 00:00,,,,,2014/10/24 00:00,TRUE,3,2,L,公,B
127917,2014/10/8 00:00,2015/8/28 00:00,,,,2014/10/24 00:00,TRUE,1,1,M,母,B
127925,2014/9/30 00:00,2016/10/4 00:00,,,,2014/10/24 00:00,TRUE,1,1,M,母,B
1123387,2014/9/25 00:00,2015/8/13 00:00,,,,2014/10/24 00:00,TRUE,1,1,S,母,B
1123388,2014/9/30 00:00,,,,,2014/10/24 00:00,TRUE,1,2,M,公,B
1123400,2014/9/25 00:00,2015/6/29 00:00,,,,2014/10/24 00:00,TRUE,1,1,M,母,B
2122366,2014/10/9 00:00,2015/7/9 00:00,,,,2014/10/24 00:00,TRUE,1,,,,B
122768,2014/10/15 00:00,2016/9/9 00:00,,,,2014/10/24 00:00,TRUE,2,1,M,公,B
1123403,2014/9/21 00:00,2015/12/29 00:00,,,,2014/10/24 00:00,TRUE,1,1,M,公,B
94051736,2014/11/6 00:00,,M66,,,2014/11/20 00:00,TRUE,5,,,,A
96051861,2014/11/8 00:00,2015/10/11 00:00,,,,2014/11/20 00:00,TRUE,4,,,,A
97051430,2014/10/17 00:00,,M64,,,2014/11/20 00:00,TRUE,4,,,,A
97051437,2014/11/15 00:00,,M69,,,2014/11/20 00:00,TRUE,4,,,,A
97051477,2014/10/28 00:00,,M65,,,2014/11/20 00:00,TRUE,4,,,,A
98051992,2014/11/12 00:00,,M68,,,2014/11/20 00:00,TRUE,3,,,,A
99051736,2014/11/5 00:00,2015/7/19 00:00,,,,2014/11/20 00:00,TRUE,2,,,,A
99051752,2014/11/7 00:00,,,,,2014/11/20 00:00,TRUE,2,,,,A
1051824,2014/11/6 00:00,,M67,,,2014/11/20 00:00,TRUE,1,,,,A
97051453,2014/10/24 00:00,,,,,2014/11/21 00:00,TRUE,3,,,,A
10837573,2014/10/22 00:00,2015/9/18 00:00,,,,2014/11/24 00:00,TRUE,4,1,M,公,B
122604,2014/10/30 00:00,2016/3/1 00:00,,,,2014/11/24 00:00,TRUE,2,1,M,母,B
122613,2014/11/21 00:00,2016/5/3 00:00,,,,2014/11/24 00:00,TRUE,2,1,S,公,B
122655,2014/11/22 00:00,2016/3/1 00:00,,,,2014/11/24 00:00,TRUE,2,1,M,公,B
122670,2014/11/14 00:00,2015/12/29 00:00,,,540,2014/11/24 00:00,TRUE,2,1,,,B
97124123,2014/10/30 00:00,,,,,2014/11/24 00:00,TRUE,5,1,M,公,B
124300,2014/9/28 00:00,2015/8/13 00:00,,,,2014/11/24 00:00,TRUE,2,1,M,母,B
124308,2014/10/27 00:00,2015/9/18 00:00,,,,2014/11/24 00:00,TRUE,2,1,M,母,B
124309,2014/10/30 00:00,2015/7/10 00:00,,,540,2014/11/24 00:00,TRUE,2,1,M,母,B
98127500,2014/11/18 00:00,,,,,2014/11/24 00:00,TRUE,3,2,,,B
99127641,2014/10/26 00:00,2016/6/10 00:00,,,,2014/11/24 00:00,TRUE,3,2,L,公,B
99127647,2014/11/20 00:00,,,,,2014/11/24 00:00,TRUE,3,1,,,B
99127654,2014/11/14 00:00,,,,,2014/11/24 00:00,TRUE,2,1,M,公,B
98127836,2014/11/22 00:00,,,,,2014/11/24 00:00,TRUE,3,1,,,B
1123350,2014/10/22 00:00,2015/7/15 00:00,,,,2014/11/24 00:00,TRUE,2,2,L,母,B
1123352,2014/11/11 00:00,2015/9/5 00:00,,,,2014/11/24 00:00,TRUE,2,1,M,母,B
1123393,2014/11/22 00:00,2015/9/28 00:00,,,,2014/11/24 00:00,TRUE,2,1,M,母,B
127921,2014/10/22 00:00,,,,,2014/11/24 00:00,TRUE,2,1,M,母,B
185265,2014/10/21 00:00,,3183656,,625,2014/11/27 00:00,TRUE,3,1,,,C
185294,2014/11/19 00:00,2016/3/25 00:00,,,585,2014/11/27 00:00,TRUE,2,1,,,C
1181875,2014/11/24 00:00,2015/10/19 00:00,3183660,,550,2014/11/27 00:00,TRUE,2,1,,,C
1181877,2014/10/24 00:00,2015/12/5 00:00,3183658,,580,2014/11/27 00:00,TRUE,2,1,,,C
95181717,2014/10/23 00:00,,,,685,2014/11/27 00:00,TRUE,6,1,,,C
97182615,2014/11/2 00:00,2015/8/31 00:00,,,655,2014/11/27 00:00,TRUE,5,1,,,C
97182617,2014/11/26 00:00,2015/8/10 00:00,3183661,,640,2014/11/27 00:00,TRUE,4,1,,,C
98186929,2014/11/13 00:00,2015/7/30 00:00,,,650,2014/11/27 00:00,TRUE,4,1,,,C
99183173,2014/10/24 00:00,2015/9/22 00:00,3183657,,630,2014/11/27 00:00,TRUE,4,1,,,C
99183185,2014/11/23 00:00,2015/8/18 00:00,,,590,2014/11/27 00:00,TRUE,3,1,,,C
99183190,2014/11/20 00:00,2015/9/10 00:00,3183659,,600,2014/11/27 00:00,TRUE,3,1,,,C
99183198,2014/10/30 00:00,2015/9/20 00:00,,,605,2014/11/27 00:00,TRUE,3,1,,,C
94051722,2014/11/20 00:00,,03040270(M70),,,2014/12/12 00:00,TRUE,6,,,,A
97051468,2014/11/21 00:00,,03040271(M71),,,2014/12/12 00:00,TRUE,3,,,,A
97051476,2014/11/23 00:00,2015/11/20 00:00,,,,2014/12/12 00:00,TRUE,3,,,,A
99051744,2014/11/24 00:00,2015/12/17 00:00,,,,2014/12/12 00:00,TRUE,2,,,,A
99051745,2014/11/29 00:00,,03040273(M73),,,2014/12/12 00:00,TRUE,3,,,,A
99051763,2014/11/21 00:00,,,,,2014/12/12 00:00,TRUE,2,,,,A
99051770,2014/12/6 00:00,,,,,2014/12/12 00:00,TRUE,2,,,,A
52638,2014/11/22 00:00,2016/3/10 00:00,,,,2014/12/12 00:00,TRUE,2,,,,A
52648,2014/12/4 00:00,2015/10/5 00:00,,,,2014/12/12 00:00,TRUE,2,,,,A
52658,2014/11/27 00:00,2015/11/16 00:00,03040272(M72),,,2014/12/12 00:00,TRUE,2,,,,A
185283,2014/12/22 00:00,2015/8/25 00:00,,,600,2014/12/26 00:00,TRUE,3,1,,,C
99183177,2014/12/13 00:00,2015/9/20 00:00,,,635,2014/12/26 00:00,TRUE,4,1,,,C
2188112,2014/12/20 00:00,2016/2/5 00:00,,,520,2014/12/26 00:00,TRUE,1,1,,,C
2188113,2014/12/7 00:00,,,,500,2014/12/26 00:00,TRUE,1,1,,,C
2188115,2014/12/6 00:00,2015/9/22 00:00,,,530,2014/12/26 00:00,TRUE,1,1,,,C
2122344,2014/12/25 00:00,2016/6/20 00:00,,,,2014/12/26 00:00,TRUE,1,2,L,公,B
2123492,2014/12/24 00:00,2015/11/3 00:00,,,,2014/12/26 00:00,TRUE,1,3,L,母,B
2121412,2014/12/22 00:00,2015/10/27 00:00,,,,2014/12/26 00:00,TRUE,1,2,L,母,B
2121413,2014/12/20 00:00,2016/4/12 00:00,,,,2014/12/26 00:00,TRUE,1,1,M,母,B
122612,2014/12/11 00:00,,,,,2014/12/26 00:00,TRUE,1,1,S,公,B
2122338,2014/12/11 00:00,2015/10/11 00:00,,,,2014/12/26 00:00,TRUE,1,2,M,母,B
2122341,2014/12/18 00:00,2016/2/4 00:00,,,,2014/12/26 00:00,TRUE,1,1,M,母,B
2122352,2014/12/7 00:00,2016/5/11 00:00,,,,2014/12/26 00:00,TRUE,1,1,M,母,B
2122353,2014/12/21 00:00,2015/9/28 00:00,,,,2014/12/26 00:00,TRUE,1,2,M,母,B
2122354,2014/12/21 00:00,2015/10/25 00:00,,,,2014/12/26 00:00,TRUE,1,3,L,母,B
2122364,2014/12/16 00:00,2016/11/21 00:00,,,,2014/12/26 00:00,TRUE,1,,,,B
1123384,2014/12/3 00:00,2016/2/4 00:00,,,,2014/12/26 00:00,TRUE,1,1,M,公,B
1123396,2014/11/26 00:00,,,,,2014/12/26 00:00,TRUE,1,1,M,母,B
1123402,2014/11/10 00:00,,,,,2014/12/26 00:00,TRUE,1,,,,B
1123405,2014/11/23 00:00,2015/8/28 00:00,,,,2014/12/26 00:00,TRUE,1,1,S,母,B
1123406,2014/12/20 00:00,2015/9/28 00:00,,,,2014/12/26 00:00,TRUE,1,3,L,母,B
2123490,2014/12/12 00:00,2016/6/20 00:00,,,,2014/12/26 00:00,TRUE,1,2,M,母,B
2123497,2014/12/15 00:00,2015/11/9 00:00,,,,2014/12/26 00:00,TRUE,1,2,M,母,B
2123499,2014/12/20 00:00,2015/10/11 00:00,,,,2014/12/26 00:00,TRUE,1,1,,,B
2123503,2014/12/22 00:00,2016/1/12 00:00,,,,2014/12/26 00:00,TRUE,1,1,S,母,B
2123508,2014/12/6 00:00,2015/11/29 00:00,,,,2014/12/26 00:00,TRUE,1,1,M,母,B
2123512,2014/12/18 00:00,2015/10/25 00:00,,,,2014/12/26 00:00,TRUE,1,1,S,母,B
10837561,2014/11/25 00:00,,,,,2014/12/26 00:00,TRUE,4,1,M,母,B
122595,2014/12/1 00:00,,,,,2014/12/26 00:00,TRUE,2,2,L,公,B
122598,2014/10/10 00:00,,,,,2014/12/26 00:00,TRUE,3,2,L,公,B
122659,2014/11/29 00:00,2015/11/9 00:00,,,,2014/12/26 00:00,TRUE,2,1,M,母,B
98122730,2014/12/22 00:00,2016/8/23 00:00,,,,2014/12/26 00:00,TRUE,4,2,M,公,B
122763,2014/11/28 00:00,,,,,2014/12/26 00:00,TRUE,2,1,M,母,B
122769,2014/12/3 00:00,2016/3/1 00:00,,,,2014/12/26 00:00,TRUE,2,1,M,母,B
124298,2014/10/24 00:00,2015/8/28 00:00,,,,2014/12/26 00:00,TRUE,2,1,M,母,B
124305,2014/12/12 00:00,2015/11/9 00:00,,,,2014/12/26 00:00,TRUE,2,1,M,公,B
124323,2014/12/24 00:00,2016/9/24 00:00,,,,2014/12/26 00:00,TRUE,2,1,M,母,B
124326,2014/12/6 00:00,2015/11/29 00:00,,,,2014/12/26 00:00,TRUE,2,1,M,公,B
99127559,2014/12/2 00:00,2015/10/11 00:00,,,,2014/12/26 00:00,TRUE,3,1,M,母,B
99127560,2014/12/19 00:00,,,,,2014/12/26 00:00,TRUE,3,1,M,母,B
99127562,2014/11/14 00:00,,,,,2014/12/26 00:00,TRUE,2,2,L,母,B
99127563,2014/11/5 00:00,,,,,2014/12/26 00:00,TRUE,3,1,M,公,B
99127591,2014/12/22 00:00,,,,,2014/12/26 00:00,TRUE,2,1,M,公,B
98127824,2014/12/20 00:00,2016/4/12 00:00,,,,2014/12/26 00:00,TRUE,4,2,M,公,B
127999,2014/12/15 00:00,2015/11/3 00:00,,,,2014/12/26 00:00,TRUE,2,1,M,母,B
1123348,2014/12/24 00:00,,,,,2014/12/27 00:00,TRUE,2,1,M,母,B
97051418,2014/12/24 00:00,,,,,2015/1/13 00:00,TRUE,4,,,,A
97051472,2014/12/22 00:00,,M77,,,2015/1/13 00:00,TRUE,3,,,,A
98051980,2014/12/12 00:00,,M74,,,2015/1/13 00:00,TRUE,3,,,,A
98051981,2014/12/30 00:00,2016/12/4 00:00,,,,2015/1/13 00:00,TRUE,2,,,公,A
99051768,2014/12/21 00:00,2015/2/2 00:00,M76,,,2015/1/13 00:00,TRUE,3,,,,A
52641,2015/1/2 00:00,2015/10/4 00:00,O2,,,2015/1/13 00:00,TRUE,2,,,,A
1051841,2015/1/8 00:00,2016/6/9 00:00,,,,2015/1/13 00:00,TRUE,1,,,公,A
1051850,2014/12/25 00:00,2016/4/22 00:00,M75,,,2015/1/13 00:00,TRUE,1,,,,A
1051865,2015/1/1 00:00,2016/3/25 00:00,O1,,,2015/1/13 00:00,TRUE,1,,,,A
50561729,2014/12/12 00:00,2016/2/27 00:00,,,,2015/1/13 00:00,TRUE,5,,,公,A
96051819,2015/1/6 00:00,2016/1/1 00:00,O3,,,2015/1/13 00:00,TRUE,5,,,,A
96051859,2015/1/10 00:00,2016/1/3 00:00,,,,2015/1/13 00:00,TRUE,4,,,公,A
185272,2014/12/26 00:00,2015/12/1 00:00,,,625,2015/1/26 00:00,TRUE,3,1,,,C
185275,2014/12/31 00:00,2016/4/25 00:00,,,595,2015/1/26 00:00,TRUE,3,1,,,C
99183200,2014/1/9 00:00,2016/3/31 00:00,,,600,2015/1/26 00:00,TRUE,3,1,,,C
99183203,2015/1/17 00:00,2016/5/25 00:00,,,635,2015/1/26 00:00,TRUE,3,1,,,C
2188124,2015/1/13 00:00,2016/8/20 00:00,4181763,,560,2015/1/26 00:00,TRUE,1,1,,母,C
2188116,2015/1/1 00:00,2015/10/19 00:00,4181762,,540,2015/1/26 00:00,TRUE,1,1,,母,C
2188122,2015/1/17 00:00,2015/9/22 00:00,4181764,,530,2015/1/26 00:00,TRUE,1,1,,母,C
1123336,2015/1/4 00:00,2015/11/9 00:00,,,,2015/1/27 00:00,TRUE,2,1,,,B
1123338,2015/1/20 00:00,2015/10/27 00:00,,,,2015/1/27 00:00,TRUE,2,1,,,B
1123339,2015/1/13 00:00,,,,,2015/1/27 00:00,TRUE,2,1,,,B
1123340,2015/1/25 00:00,2015/6/10 00:00,,,,2015/1/27 00:00,TRUE,2,1,,,B
1123402,2014/12/20 00:00,2015/10/21 00:00,,,,2015/1/27 00:00,TRUE,1,2,,,B
124299,2015/1/1 00:00,2016/7/10 00:00,,,,2015/1/27 00:00,TRUE,2,1,,,B
124312,2015/1/15 00:00,2016/6/20 00:00,,,,2015/1/27 00:00,TRUE,2,2,,,B
124327,2015/1/9 00:00,,,,,2015/1/27 00:00,TRUE,2,2,,,B
99127555,2014/12/29 00:00,2016/6/10 00:00,,,,2015/1/27 00:00,TRUE,3,2,,,B
99127565,2015/1/10 00:00,,,,,2015/1/27 00:00,TRUE,2,1,,,B
99127581,2015/1/23 00:00,,,,,2015/1/27 00:00,TRUE,2,2,,,B
99127637,2014/12/25 00:00,2015/10/11 00:00,,,,2015/1/27 00:00,TRUE,3,1,M,母,B
127747,2015/1/23 00:00,2015/12/13 00:00,,,,2015/1/27 00:00,TRUE,2,2,,,B
127749,2015/1/1 00:00,2016/5/3 00:00,,,,2015/1/27 00:00,TRUE,3,1,,,B
127997,2015/1/23 00:00,2015/11/3 00:00,,,,2015/1/27 00:00,TRUE,2,1,,,B
96121456,2015/1/1 00:00,,,,,2015/1/27 00:00,TRUE,4,1,,,B
2121414,2015/1/21 00:00,2016/5/22 00:00,,,,2015/1/27 00:00,TRUE,1,2,,,B
2121416,2015/1/9 00:00,2015/12/15 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
2121420,2015/1/9 00:00,2015/10/27 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
10837964,2015/1/16 00:00,2016/1/6 00:00,,,,2015/1/27 00:00,TRUE,1,2,,,B
10837967,2015/1/17 00:00,2016/1/24 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
10837972,2015/1/6 00:00,2015/11/24 00:00,,,,2015/1/27 00:00,TRUE,1,2,,,B
10837974,2015/1/8 00:00,2015/12/29 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
10837996,2015/1/21 00:00,,,,,2015/1/27 00:00,TRUE,1,1,,,B
2123486,2015/1/4 00:00,2016/10/29 00:00,,,,2015/1/27 00:00,TRUE,1,2,,,B
2123494,2015/1/23 00:00,2015/12/8 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
2123506,2015/1/12 00:00,2016/7/3 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
2123510,2014/12/28 00:00,,,,,2015/1/27 00:00,TRUE,1,2,,,B
2127020,2015/1/22 00:00,,,,,2015/1/27 00:00,TRUE,1,2,,,B
2127032,2015/1/24 00:00,2015/12/8 00:00,,,,2015/1/27 00:00,TRUE,1,2,,,B
127927,2014/12/25 00:00,2015/10/11 00:00,,,,2015/1/27 00:00,TRUE,1,2,M,母,B
1123407,2015/1/1 00:00,2015/10/11 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
1123409,2015/1/8 00:00,2015/10/27 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
1123410,2015/1/17 00:00,2016/2/19 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
2122332,2015/1/7 00:00,2016/3/30 00:00,,,,2015/1/27 00:00,TRUE,1,2,,,B
2122333,2014/12/29 00:00,2015/11/9 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
2122339,2015/1/19 00:00,2016/1/24 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
2122340,2014/12/26 00:00,,,,,2015/1/27 00:00,TRUE,1,1,,,B
2122345,2015/1/14 00:00,2015/10/21 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
2122347,2015/1/1 00:00,2016/3/15 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
2122351,2015/1/24 00:00,2016/9/24 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
2122356,2015/1/21 00:00,2015/11/29 00:00,,,,2015/1/27 00:00,TRUE,1,2,,,B
2122357,2014/12/30 00:00,2016/4/12 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
2122360,2015/1/4 00:00,2015/11/3 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
2122362,2015/1/16 00:00,,,,,2015/1/27 00:00,TRUE,1,1,,,B
2122371,2015/1/17 00:00,2015/11/3 00:00,,,,2015/1/27 00:00,TRUE,1,2,,,B
2122373,2015/1/16 00:00,2016/6/20 00:00,,,,2015/1/27 00:00,TRUE,1,1,,,B
128001,2015/1/3 00:00,,,,,2015/1/27 00:00,TRUE,1,1,,,B
10831970,2014/12/29 00:00,,,,,2015/1/27 00:00,TRUE,1,2,,,B
1123347,2014/11/6 00:00,2015/6/10 00:00,,,,2015/1/27 00:00,TRUE,2,,,,B
98126043,2014/9/4 00:00,,,,,2015/1/30 00:00,TRUE,4,1,M,公,B
93053241,2015/1/29 00:00,,O4,,,2015/2/6 00:00,TRUE,6,,,母,A
52640,2015/1/31 00:00,,,,,2015/2/6 00:00,TRUE,1,,,公,A
52659,2015/1/20 00:00,,,,,2015/2/6 00:00,TRUE,2,,,公,A
1051813,2015/1/30 00:00,2016/3/9 00:00,O5,,,2015/2/6 00:00,TRUE,1,,,母,A
1051814,2015/1/23 00:00,2015/10/3 00:00,,,,2015/2/6 00:00,TRUE,1,,,,A
122596,2015/2/6 00:00,,,,,2015/2/12 00:00,TRUE,2,2,,,B
122615,2015/2/7 00:00,,,,,2015/2/12 00:00,TRUE,3,1,,,B
122630,2015/1/26 00:00,2016/5/22 00:00,,,,2015/2/12 00:00,TRUE,2,2,,,B
122766,2015/1/29 00:00,2016/1/12 00:00,,,,2015/2/12 00:00,TRUE,3,1,,,B
124313,2015/1/31 00:00,2016/7/3 00:00,,,,2015/2/12 00:00,TRUE,2,1,,,B
124322,2015/1/26 00:00,,,,,2015/2/12 00:00,TRUE,2,1,,,B
124330,2015/2/8 00:00,,,,,2015/2/12 00:00,TRUE,2,1,,,B
98091824,2015/2/10 00:00,,,,560,2015/2/12 00:00,TRUE,3,2,,,B
98127842,2015/2/5 00:00,2016/6/20 00:00,,,,2015/2/12 00:00,TRUE,3,2,,,B
10837989,2015/2/2 00:00,2015/11/24 00:00,,,,2015/2/12 00:00,TRUE,1,1,,,B
10837993,2015/1/29 00:00,2016/2/19 00:00,,,,2015/2/12 00:00,TRUE,1,2,,,B
2123481,2015/1/31 00:00,,,,,2015/2/12 00:00,TRUE,1,1,,,B
2122376,2015/1/29 00:00,2015/10/25 00:00,,,,2015/2/12 00:00,TRUE,1,2,,,B
2122377,2015/1/26 00:00,2015/11/9 00:00,,,,2015/2/12 00:00,TRUE,1,1,,,B
2122378,2015/1/27 00:00,2017/2/2 00:00,,,,2015/2/12 00:00,TRUE,1,1,,,B
2122384,2015/2/7 00:00,2016/5/3 00:00,,,,2015/2/12 00:00,TRUE,1,1,,,B
2122337,2015/2/3 00:00,2015/11/18 00:00,,,,2015/2/12 00:00,TRUE,1,2,,,B
2122367,2015/1/31 00:00,2015/12/8 00:00,,,,2015/2/12 00:00,TRUE,1,2,,,B
2122368,2015/2/2 00:00,2016/5/11 00:00,,,,2015/2/12 00:00,TRUE,1,1,,,B
2127021,2015/1/27 00:00,2015/12/8 00:00,,,,2015/2/12 00:00,TRUE,1,1,,,B
185267,2015/1/31 00:00,2015/11/25 00:00,,,585,2015/2/26 00:00,TRUE,2,1,,,C
185269,2015/2/9 00:00,2015/12/1 00:00,,,575,2015/2/26 00:00,TRUE,2,1,,,C
185277,2015/1/31 00:00,2016/3/10 00:00,,,610,2015/2/26 00:00,TRUE,3,2,,,C
1181906,2015/2/21 00:00,2015/11/25 00:00,4181773,,575,2015/2/26 00:00,TRUE,2,1,,,C
95181703,2015/1/25 00:00,,4181768,,705,2015/2/26 00:00,TRUE,6,1,,,C
1181910,2015/1/24 00:00,2016/1/15 00:00,4181767,,560,2015/2/26 00:00,TRUE,1,1,,,C
2188118,2015/1/26 00:00,2016/1/5 00:00,,,520,2015/2/26 00:00,TRUE,1,1,,,C
2188127,2015/2/1 00:00,2015/9/30 00:00,4181770,,560,2015/2/26 00:00,TRUE,1,1,,,C
2188119,2015/1/23 00:00,2015/11/25 00:00,4181765,,550,2015/2/26 00:00,TRUE,1,1,,,C
2188125,2015/1/24 00:00,2016/1/20 00:00,4181766,,550,2015/2/26 00:00,TRUE,1,1,,,C
2188117,2015/1/31 00:00,2015/10/19 00:00,4181769,,540,2015/2/26 00:00,TRUE,1,1,,,C
97051458,2015/2/13 00:00,,,,,2015/3/12 00:00,TRUE,3,,,公,A
98051970,2015/2/18 00:00,2016/2/4 00:00,O6,,,2015/3/12 00:00,TRUE,4,,,,A
52643,2015/2/25 00:00,,,,,2015/3/12 00:00,TRUE,1,,,,A
52657,2015/2/26 00:00,2015/11/21 00:00,O7,,,2015/3/12 00:00,TRUE,2,,,,A
52668,2015/2/17 00:00,,,,,2015/3/12 00:00,TRUE,1,,,公,A
1051842,2015/2/16 00:00,,,,,2015/3/12 00:00,TRUE,1,,,公,A
122603,2015/3/12 00:00,,,,,2015/3/25 00:00,TRUE,2,2,,,B
122644,2015/2/26 00:00,,,,,2015/3/25 00:00,TRUE,2,1,,,B
122654,2015/2/27 00:00,2016/5/30 00:00,,,,2015/3/25 00:00,TRUE,2,2,,,B
98122756,2015/3/12 00:00,,,,,2015/3/25 00:00,TRUE,4,1,,,B
1123337,2015/2/23 00:00,2016/6/10 00:00,,,,2015/3/25 00:00,TRUE,2,2,,,B
1123344,2015/3/9 00:00,2016/7/3 00:00,,,,2015/3/25 00:00,TRUE,2,2,,,B
1123353,2015/2/13 00:00,2016/3/30 00:00,,,,2015/3/25 00:00,TRUE,2,2,,,B
94126939,2015/3/8 00:00,,,,,2015/3/25 00:00,TRUE,8,1,,,B
95121878,2015/3/1 00:00,,,,,2015/3/25 00:00,TRUE,4,1,,,B
99127577,2015/2/18 00:00,2016/5/3 00:00,,,,2015/3/25 00:00,TRUE,3,1,,,B
99127579,2015/3/17 00:00,,,,,2015/3/25 00:00,TRUE,3,1,,,B
99127590,2015/2/13 00:00,2015/11/9 00:00,,,,2015/3/25 00:00,TRUE,3,2,,,B
99127648,2015/2/10 00:00,,,,,2015/3/25 00:00,TRUE,3,1,,,B
99127658,2015/3/12 00:00,,,,,2015/3/25 00:00,TRUE,3,1,,,B
127919,2015/3/15 00:00,,,,,2015/3/25 00:00,TRUE,2,2,,,B
2121417,2015/3/15 00:00,,,,,2015/3/25 00:00,TRUE,1,2,,,B
2121431,2015/3/22 00:00,2015/12/15 00:00,,,,2015/3/25 00:00,TRUE,1,2,,,B
10837982,2015/3/16 00:00,2017/6/26 00:00,,,,2015/3/25 00:00,TRUE,1,2,,,B
10837984,2015/3/20 00:00,2016/1/12 00:00,,,,2015/3/25 00:00,TRUE,1,1,,,B
10837987,2015/2/20 00:00,,,,,2015/3/25 00:00,TRUE,1,1,,,B
10837998,2015/2/18 00:00,2016/4/12 00:00,,,,2015/3/25 00:00,TRUE,1,2,,,B
2122343,2015/2/20 00:00,2015/11/18 00:00,,,,2015/3/25 00:00,TRUE,1,1,,,B
2122348,2015/2/25 00:00,,,,,2015/3/25 00:00,TRUE,1,1,,,B
2122372,2015/2/21 00:00,2015/11/29 00:00,,,,2015/3/25 00:00,TRUE,1,1,,,B
