1,2,3,4,5,6,7
92051445,C,32,2008/12/28 00:00,,,A
92122322,N,,2009/1/18 00:00,,,B
98186935,N,,2012/6/25 00:00,,2012/6/27 00:00,C
96051878,D,20,2012/6/29 00:00,,2012/8/27 00:00,A
95181695,C,C,2009/1/13 00:00,其他原因,,C
93053203,C,C,2009/1/15 00:00,蹄的問題,,A
94183501,C,C,2009/2/13 00:00,淘汰,,C
95121891,C,5,2011/5/10 00:00,,2011/5/26 00:00,B
95121814,C,5,2011/5/15 00:00,,2011/5/26 00:00,B
95181682,D,31,2011/5/23 00:00,,2011/5/24 00:00,C
96123543,D,31,2011/5/25 00:00,,2011/5/26 00:00,B
98122721,D,81,2011/5/25 00:00,,2011/5/26 00:00,B
95051772,N,,2011/5/30 00:00,,2012/3/26 00:00,A
93127600,C,31,2011/6/1 00:00,,2011/6/23 00:00,B
93051393,C,50,2011/6/6 00:00,,2011/6/24 00:00,A
96051872,D,20,2012/6/22 00:00,,2012/6/25 00:00,A
96051872,N,,2012/6/24 00:00,,2012/6/25 00:00,A
98122732,C,53,2012/7/10 00:00,,2012/7/26 00:00,B
98051990,C,0,2010/6/10 00:00,,,A
92051452,C,40,2012/6/30 00:00,,2012/7/27 00:00,A
95051763,N,,2012/6/24 00:00,,2012/6/25 00:00,A
95181707,D,31,2012/6/25 00:00,,2012/6/27 00:00,C
94123920,C,40,2012/7/10 00:00,,2012/7/26 00:00,B
97124154,C,40,2011/5/15 00:00,,2011/5/26 00:00,B
91051345,C,56,2010/5/31 00:00,,,A
98051994,C,0,2010/6/10 00:00,,,A
98051998,C,0,2010/6/10 00:00,,,A
94183489,N,,2012/6/25 00:00,,2012/6/27 00:00,C
96051828,D,20,2011/8/16 00:00,,2011/8/26 00:00,A
95181713,D,2,2012/7/25 00:00,,2012/7/26 00:00,C
95051731,C,12,2012/7/26 00:00,,2012/8/27 00:00,A
95051770,D,20,2012/7/22 00:00,,2012/7/27 00:00,A
95051770,C,27,2012/7/23 00:00,,2012/7/27 00:00,A
95181711,D,2,2012/7/25 00:00,,2012/7/26 00:00,C
96185479,D,2,2012/7/25 00:00,,2012/7/26 00:00,C
95181690,N,,2012/2/15 00:00,,2012/2/17 00:00,C
98091822,N,,2012/2/20 00:00,,2012/3/21 00:00,B
94183489,D,2,2012/7/25 00:00,,2012/7/26 00:00,C
95051807,D,20,2010/7/26 00:00,,,A
94183483,C,C,2010/8/7 00:00,淘汰,,C
95051812,C,25,2010/8/16 00:00,,,A
97051463,D,20,2012/3/13 00:00,,2012/3/23 00:00,A
95121813,C,40,2011/1/20 00:00,,2011/1/27 00:00,B
92122316,C,11,2011/1/31 00:00,,2011/3/1 00:00,B
93053222,D,20,2005/12/24 00:00,,,A
98127836,N,,2012/2/21 00:00,,2012/2/22 00:00,B
52644,C,3,2011/5/26 00:00,,2011/6/24 00:00,A
91129167,C,C,2006/1/10 00:00,2種原因以上,,B
96051846,N,,2011/5/30 00:00,,2012/3/26 00:00,A
95051731,D,20,2011/6/7 00:00,,2011/6/24 00:00,A
94183494,D,2,2011/6/25 00:00,,2011/6/27 00:00,C
97051432,C,31,2011/6/25 00:00,,2011/7/27 00:00,A
97182617,D,2,2011/6/25 00:00,,2011/6/27 00:00,C
91051548,D,20,2006/1/10 00:00,,,A
91122425,C,C,2006/1/10 00:00,其他原因,,B
95181713,D,2,2011/8/23 00:00,,2011/8/25 00:00,C
98122721,C,81,2011/7/1 00:00,,2011/7/27 00:00,B
5023060,C,C,2006/1/10 00:00,其他原因,,A
91129168,C,C,2006/1/10 00:00,2種原因以上,,B
95051765,C,12,2011/8/23 00:00,,2011/8/26 00:00,A
94126958,C,5,2011/7/10 00:00,,2011/7/27 00:00,B
94183496,D,2,2011/7/25 00:00,,2011/7/26 00:00,C
93126177,D,31,2011/7/26 00:00,,2011/7/27 00:00,B
96051867,C,12,2011/6/21 00:00,,2011/6/24 00:00,A
97126049,D,21,2011/6/21 00:00,,2011/6/23 00:00,B
98127832,D,20,2011/6/21 00:00,,2011/6/23 00:00,B
93051373,D,26,2011/8/30 00:00,木乃伊,2011/9/30 00:00,A
98127432,C,81,2011/9/1 00:00,,2011/9/28 00:00,B
92122348,C,36,2011/9/10 00:00,,2011/9/28 00:00,B
97127651,D,42,2011/9/10 00:00,,2011/9/28 00:00,B
96051870,C,50,2011/2/14 00:00,,2011/3/4 00:00,A
95051731,N,,2011/7/30 00:00,,2012/5/25 00:00,A
94126945,C,42,2011/8/1 00:00,,2011/8/26 00:00,B
95121865,C,C,2010/9/15 00:00,2種原因以上,,B
95051807,N,,2010/9/29 00:00,,,A
93051721,C,30,2009/2/13 00:00,,,A
96126894,D,20,2009/3/10 00:00,,,B
96126894,N,,2009/3/26 00:00,,,B
95051792,C,32,2010/2/11 00:00,,,A
93053216,C,C,2010/3/7 00:00,其他原因,,A
10050241,C,C,2007/9/1 00:00,2種原因以上,,B
91051366,C,12,2011/8/1 00:00,,2011/8/26 00:00,A
96051878,N,,2012/7/25 00:00,,2012/8/27 00:00,A
98186935,N,,2012/7/25 00:00,,2012/7/26 00:00,C
98186940,D,31,2012/7/25 00:00,,2012/7/26 00:00,C
95181694,D,31,2011/7/25 00:00,,2011/7/26 00:00,C
95121885,D,31,2011/7/26 00:00,,2011/7/27 00:00,B
93051382,C,C,2007/9/7 00:00,其他原因,,A
93053236,C,C,2007/9/7 00:00,其他原因,,A
93184933,C,C,2007/9/28 00:00,淘汰,,C
93053206,C,81,2010/9/13 00:00,,,A
93126225,C,C,2009/4/11 00:00,2種原因以上,,B
96051805,D,20,2012/7/14 00:00,,2012/7/27 00:00,A
96051805,N,,2012/7/25 00:00,,2012/7/27 00:00,A
96185492,D,2,2012/7/25 00:00,,2012/7/26 00:00,C
98186923,D,2,2012/7/25 00:00,,2012/7/26 00:00,C
93053833,D,29,2012/7/23 00:00,,2012/7/27 00:00,A
93053833,N,,2012/7/25 00:00,,2012/7/27 00:00,A
90122315,C,C,2009/4/1 00:00,2種原因以上,,B
96051846,C,54,2012/8/2 00:00,,2012/8/27 00:00,A
95051787,D,26,2012/8/10 00:00,木乃伊,2012/8/27 00:00,A
95051795,C,56,2010/9/23 00:00,,,A
91129114,N,,2010/9/28 00:00,,,B
96126893,D,30,2010/9/28 00:00,,,B
95181700,D,31,2011/7/25 00:00,,2011/7/26 00:00,C
98122580,N,,2011/7/26 00:00,,2011/7/27 00:00,B
94051726,D,20,2011/8/15 00:00,,2011/8/26 00:00,A
91051353,C,12,2011/8/23 00:00,,2011/8/26 00:00,A
95051770,D,26,2011/8/25 00:00,木乃伊,2011/9/30 00:00,A
96185477,C,43,2011/8/25 00:00,,2011/9/26 00:00,C
98122723,D,42,2011/8/25 00:00,,2011/8/26 00:00,B
94126940,C,11,2011/9/1 00:00,,2011/9/28 00:00,B
94123920,N,,2009/3/26 00:00,,,B
5024352,C,C,2009/5/20 00:00,其他原因,,A
91051361,C,C,2009/5/20 00:00,其他原因,,A
94123926,N,,2009/5/26 00:00,,,B
96051837,C,40,2012/8/18 00:00,,2012/8/27 00:00,A
95051787,N,,2012/8/20 00:00,,2012/8/27 00:00,A
95121828,C,C,2009/3/10 00:00,2種原因以上,,B
93126195,D,20,2010/10/15 00:00,,2010/11/24 00:00,B
95121816,C,C,2009/4/20 00:00,2種原因以上,,B
93051403,C,C,2009/5/8 00:00,其他原因,,A
97124170,D,31,2012/7/24 00:00,,2012/7/26 00:00,B
96185464,D,2,2012/7/25 00:00,,2012/7/26 00:00,C
95051786,C,C,2009/3/26 00:00,其他原因,,A
95181692,C,C,2009/4/5 00:00,其他原因,,C
98051966,C,C,2009/4/6 00:00,死亡,,A
94126773,C,C,2009/4/15 00:00,2種原因以上,,B
93053834,C,C,2009/4/20 00:00,其他原因,,A
93053827,C,C,2009/5/8 00:00,其他原因,,A
92122317,C,C,2009/5/11 00:00,2種原因以上,,B
95181729,C,C,2009/4/5 00:00,其他原因,,C
93053226,C,C,2009/4/13 00:00,其他原因,,A
94126968,C,C,2009/4/15 00:00,2種原因以上,,B
91051346,C,C,2009/4/20 00:00,其他原因,,A
95121821,C,C,2010/9/10 00:00,2種原因以上,,B
96185491,C,C02,2010/9/20 00:00,,2010/10/27 00:00,C
95121812,D,30,2010/9/28 00:00,,,B
92122318,C,C,2009/5/15 00:00,2種原因以上,,B
97051414,D,31,2012/7/25 00:00,,2012/7/27 00:00,A
94126962,C,C,2009/4/10 00:00,2種原因以上,,B
93126205,C,C,2009/4/20 00:00,2種原因以上,,B
95051772,D,26,2012/8/10 00:00,木乃伊,2012/8/27 00:00,A
93126211,C,C,2007/10/10 00:00,2種原因以上,,B
96051862,C,54,2012/8/18 00:00,,2012/8/27 00:00,A
95051785,C,54,2011/4/3 00:00,,2011/4/21 00:00,A
96123539,C,50,2012/2/10 00:00,,2012/2/22 00:00,B
95051772,N,,2012/8/20 00:00,,2012/8/27 00:00,A
95051779,C,50,2011/9/4 00:00,,2011/9/30 00:00,A
96123550,C,50,2011/9/20 00:00,,2011/9/28 00:00,B
93053240,C,50,2012/8/18 00:00,,2012/8/27 00:00,A
98122713,C,11,2012/8/21 00:00,,2012/8/23 00:00,B
96051836,D,31,2012/8/23 00:00,,2012/8/27 00:00,A
95051787,D,26,2011/9/28 00:00,木乃伊,2011/9/30 00:00,A
94123937,C,C,2010/10/10 00:00,2種原因以上,2010/10/28 00:00,B
96126989,C,20,2011/9/18 00:00,,2011/9/28 00:00,B
96126918,C,50,2011/9/20 00:00,,2011/9/28 00:00,B
95051813,D,21,2011/9/21 00:00,難產,2011/9/30 00:00,A
95181682,N,,2011/9/25 00:00,,2011/9/26 00:00,C
95181690,D,31,2011/9/25 00:00,,2011/9/26 00:00,C
10838048,D,31,2011/9/27 00:00,,2011/9/28 00:00,B
95051813,D,D,2011/9/29 00:00,腳痛,2011/9/30 00:00,A
94051726,N,,2011/9/30 00:00,,2012/3/26 00:00,A
95051813,C,42,2011/9/30 00:00,腳痛,2011/10/31 00:00,A
91051356,N,,2008/2/1 00:00,,,A
95121883,C,40,2011/9/1 00:00,,2011/9/28 00:00,B
91129138,C,C,2008/1/10 00:00,2種原因以上,,B
98122726,D,1,2012/11/21 00:00,,2012/11/22 00:00,B
95181713,D,31,2012/11/25 00:00,,2012/11/26 00:00,C
94051732,C,42,2011/9/21 00:00,腳痛,2011/9/30 00:00,A
93051373,N,,2011/9/30 00:00,,2012/4/18 00:00,A
96051857,C,62,2011/9/30 00:00,感冒,2011/10/31 00:00,A
99051761,C,3,2011/10/5 00:00,死亡,2011/10/31 00:00,A
95181690,D,2,2012/11/25 00:00,,2012/11/26 00:00,C
99051760,C,3,2011/10/1 00:00,死亡,2011/10/31 00:00,A
93126263,C,36,2011/9/10 00:00,,2011/9/28 00:00,B
94183496,N,,2011/9/25 00:00,,2011/9/26 00:00,C
95181682,D,2,2011/10/25 00:00,,2011/10/26 00:00,C
96051833,C,42,2012/3/10 00:00,,2012/3/23 00:00,A
98122753,D,42,2011/9/27 00:00,,2011/9/28 00:00,B
52653,C,3,2011/9/30 00:00,死亡,2011/10/31 00:00,A
98127496,N,,2011/9/30 00:00,,2012/3/21 00:00,B
93051405,C,1,2012/3/5 00:00,,2012/3/23 00:00,A
93051381,C,20,2011/9/7 00:00,,2011/9/30 00:00,A
93051625,C,12,2011/9/7 00:00,繁殖障礙,2011/9/30 00:00,A
94126779,N,,2012/3/20 00:00,,2012/3/21 00:00,B
94126936,N,,2012/3/20 00:00,,2012/3/21 00:00,B
93051373,C,20,2012/3/28 00:00,,2012/4/18 00:00,A
98122723,N,,2012/3/20 00:00,,2012/3/21 00:00,B
96185479,D,2,2012/3/22 00:00,,2012/3/23 00:00,C
98186924,D,2,2012/3/22 00:00,,2012/3/23 00:00,C
93184929,C,C,2010/5/6 00:00,淘汰,,C
95121878,N,,2012/3/20 00:00,,2012/3/21 00:00,B
98122722,N,,2012/3/20 00:00,,2012/3/21 00:00,B
98122753,N,,2012/3/20 00:00,,2012/3/21 00:00,B
98122761,N,,2012/3/20 00:00,,2012/3/21 00:00,B
93053202,N,,2012/3/22 00:00,,2012/3/26 00:00,A
95181712,D,31,2012/3/22 00:00,,2012/3/23 00:00,C
94051724,C,12,2012/3/28 00:00,,2012/4/18 00:00,A
96051874,C,55,2011/7/11 00:00,,2011/7/27 00:00,A
93053202,D,30,2011/7/15 00:00,,2011/7/27 00:00,A
98186913,C,31,2011/7/20 00:00,,2011/7/26 00:00,C
95181693,D,31,2011/7/25 00:00,,2011/7/26 00:00,C
97182630,D,2,2011/7/25 00:00,,2011/7/26 00:00,C
95051764,C,31,2011/8/1 00:00,,2011/8/26 00:00,A
95051776,D,20,2011/7/12 00:00,,2011/7/27 00:00,A
95051776,C,42,2011/7/18 00:00,,2011/7/27 00:00,A
96051832,C,32,2011/7/18 00:00,,2011/7/27 00:00,A
94183487,D,2,2011/7/25 00:00,,2011/7/26 00:00,C
98186923,D,2,2011/7/25 00:00,,2011/7/26 00:00,C
98122586,N,,2011/7/26 00:00,,2011/7/27 00:00,B
95051799,C,12,2011/4/8 00:00,,2011/4/21 00:00,A
95051773,C,39,2011/4/9 00:00,,2011/4/21 00:00,A
94126960,C,53,2011/4/10 00:00,,2011/4/29 00:00,B
94183468,D,2,2012/3/22 00:00,,2012/3/23 00:00,C
97051463,D,31,2012/3/22 00:00,,2012/3/23 00:00,A
99183179,C,2,2012/3/22 00:00,,2012/3/23 00:00,C
97051463,C,50,2012/3/26 00:00,,2012/4/18 00:00,A
91051328,C,12,2012/3/29 00:00,,2012/4/18 00:00,A
95051793,C,12,2012/3/29 00:00,,2012/4/18 00:00,A
97124118,D,30,2010/9/28 00:00,,,B
96051853,D,20,2011/9/16 00:00,,2011/9/30 00:00,A
94051720,C,20,2011/4/25 00:00,,2011/5/18 00:00,A
93184938,C,2,2010/10/15 00:00,,2010/10/27 00:00,C
95051790,D,20,2010/10/24 00:00,,2010/10/29 00:00,A
94126191,C,1,2011/8/10 00:00,,2011/8/26 00:00,B
96123543,C,31,2011/7/25 00:00,,2011/7/27 00:00,B
98127500,N,,2011/7/26 00:00,,2011/7/27 00:00,B
97126049,N,,2011/7/30 00:00,,2012/3/21 00:00,B
98127832,N,,2011/7/30 00:00,,2012/3/21 00:00,B
98127432,D,20,2011/8/1 00:00,,2011/8/26 00:00,B
98122720,C,81,2011/8/10 00:00,,2011/8/26 00:00,B
98127496,D,20,2011/8/7 00:00,,2011/9/28 00:00,B
95181710,C,11,2010/10/15 00:00,,2010/10/27 00:00,C
95121812,C,C,2010/10/20 00:00,2種原因以上,2010/10/28 00:00,B
96051853,N,,2012/3/22 00:00,,2012/3/26 00:00,A
95121823,C,41,2010/11/10 00:00,,2010/11/24 00:00,B
96051834,C,43,2012/4/6 00:00,,2012/4/18 00:00,A
97124163,D,20,2010/11/1 00:00,,2010/11/24 00:00,B
97124183,D,20,2010/11/1 00:00,,2010/11/24 00:00,B
96051853,D,20,2010/11/5 00:00,,2010/11/26 00:00,A
96051853,D,30,2010/11/5 00:00,,2010/11/26 00:00,A
97051473,C,31,2010/11/17 00:00,,2010/11/26 00:00,A
96051822,C,30,2010/11/2 00:00,,2010/11/26 00:00,A
95181716,D,31,2010/11/25 00:00,,2010/11/26 00:00,C
91129113,D,31,2012/4/26 00:00,,2012/4/27 00:00,B
87183296,C,C,2008/1/8 00:00,其他原因,,C
93053847,C,C,2008/1/9 00:00,其他原因,,A
5023053,C,C,2008/1/10 00:00,蹄的問題,,A
93051387,C,32,2008/1/10 00:00,,,A
97051479,D,21,2012/4/26 00:00,,2012/5/24 00:00,A
95051798,D,20,2010/5/28 00:00,,,A
98051978,C,C,2010/6/9 00:00,死亡,,A
98051991,C,0,2010/6/10 00:00,,,A
97051467,C,12,2012/6/22 00:00,,2012/6/25 00:00,A
94123955,D,40,2012/6/25 00:00,,2012/6/26 00:00,B
94123955,C,40,2012/6/30 00:00,,2012/7/26 00:00,B
96051848,D,20,2012/4/24 00:00,,2012/5/24 00:00,A
94183491,C,2,2012/8/15 00:00,,2012/8/27 00:00,C
96121649,C,11,2012/8/20 00:00,,2012/8/23 00:00,B
96051839,C,C,2009/3/20 00:00,死亡,,A
96185479,D,2,2012/4/20 00:00,,2012/6/27 00:00,C
96051860,D,21,2011/6/5 00:00,,2011/6/24 00:00,A
99051764,C,3,2011/6/8 00:00,,2011/6/24 00:00,A
95181727,D,31,2011/6/25 00:00,,2011/6/27 00:00,C
94051727,D,42,2012/8/23 00:00,,2012/8/27 00:00,A
94051727,C,42,2012/8/30 00:00,,2012/9/20 00:00,A
94183468,N,,2012/4/25 00:00,,2012/4/26 00:00,C
94183489,D,2,2012/4/25 00:00,,2012/4/26 00:00,C
98126042,C,5,2012/11/20 00:00,,2012/11/22 00:00,B
98127120,C,5,2012/11/20 00:00,,2012/11/22 00:00,B
96051814,C,12,2012/11/24 00:00,,2012/12/20 00:00,A
97051414,N,,2012/8/23 00:00,,2012/8/27 00:00,A
98051976,D,29,2012/4/8 00:00,死亡,2012/4/18 00:00,A
98051976,N,,2012/4/16 00:00,,2012/4/18 00:00,A
10837527,C,1,2013/3/20 00:00,,2013/4/30 00:00,B
96185485,C,24,2012/9/15 00:00,,2012/9/26 00:00,C
99127556,C,1,2013/3/15 00:00,,2013/4/30 00:00,B
95051787,C,20,2012/8/30 00:00,,2012/9/20 00:00,A
98127492,C,40,2012/9/1 00:00,,2012/9/24 00:00,B
91051335,C,C,2008/1/28 00:00,蹄的問題,,A
96185464,N,,2012/11/25 00:00,,2012/11/26 00:00,C
94126779,C,C,2009/7/1 00:00,2種原因以上,,B
95121822,C,C,2009/7/1 00:00,2種原因以上,,B
93126180,C,C,2009/7/15 00:00,2種原因以上,,B
1051832,C,3,2012/11/29 00:00,,2012/12/20 00:00,A
96051836,C,42,2012/8/30 00:00,,2012/9/20 00:00,A
94123949,C,C,2009/4/20 00:00,2種原因以上,,B
91122442,C,C,2009/4/21 00:00,2種原因以上,,B
96185481,C,C,2009/6/8 00:00,其他原因,,C
97051426,C,42,2012/9/13 00:00,,2012/9/20 00:00,A
10837549,C,11,2012/9/20 00:00,,2012/9/24 00:00,B
94183480,C,C,2009/4/5 00:00,其他原因,,C
93051378,C,C,2009/5/22 00:00,其他原因,,A
94123917,C,C,2009/7/11 00:00,2種原因以上,,B
10050249,C,C,2009/6/15 00:00,2種原因以上,,B
91051332,C,C,2009/8/1 00:00,其他原因,,A
96051876,C,50,2012/7/10 00:00,,2012/7/27 00:00,A
98186917,D,2,2012/7/25 00:00,,2012/7/26 00:00,C
10837970,C,C,2009/8/20 00:00,2種原因以上,,B
93051550,C,12,2011/10/20 00:00,繁殖障礙,2011/10/31 00:00,A
95181684,D,2,2011/10/25 00:00,,2011/10/26 00:00,C
93053841,C,C,2009/7/27 00:00,其他原因,,A
95121822,N,,2009/8/24 00:00,,,B
96185470,C,C,2009/7/10 00:00,2種原因以上,,C
94123920,C,C,2009/7/15 00:00,2種原因以上,,B
97124119,D,31,2011/10/24 00:00,,2011/10/26 00:00,B
97124119,C,31,2011/11/20 00:00,,2011/11/25 00:00,B
94051714,D,30,2011/10/7 00:00,,2011/10/31 00:00,A
96051830,D,20,2011/10/11 00:00,,2011/10/31 00:00,A
99051720,C,42,2011/10/19 00:00,腳痛,2011/10/31 00:00,A
95051808,C,54,2011/11/26 00:00,,2011/12/22 00:00,A
95051809,D,20,2012/3/15 00:00,,2012/3/23 00:00,A
93126208,D,31,2012/3/20 00:00,,2012/3/21 00:00,B
94123955,N,,2012/3/20 00:00,,2012/3/21 00:00,B
96126925,N,,2012/3/20 00:00,,2012/3/21 00:00,B
96051847,D,20,2011/7/10 00:00,,2011/7/27 00:00,A
96123564,C,10,2011/7/10 00:00,,2011/7/27 00:00,B
95051807,D,20,2011/7/15 00:00,,2011/7/27 00:00,A
84121376,C,20,2012/8/30 00:00,,2012/9/24 00:00,B
97124149,C,11,2012/9/10 00:00,,2012/9/24 00:00,B
98186923,N,,2011/10/25 00:00,,2011/10/26 00:00,C
95051769,C,42,2011/11/1 00:00,腳痛,2011/11/24 00:00,A
95051816,D,20,2011/11/5 00:00,,2011/11/24 00:00,A
95051816,D,30,2011/11/5 00:00,,2011/11/24 00:00,A
52669,C,3,2011/11/15 00:00,,2011/11/24 00:00,A
97051440,D,31,2012/9/19 00:00,,2012/9/20 00:00,A
97051440,C,42,2012/9/20 00:00,,2012/10/22 00:00,A
97124168,D,5,2012/9/20 00:00,,2012/9/25 00:00,B
98186923,N,,2012/9/25 00:00,,2012/9/26 00:00,C
94126779,C,41,2012/9/30 00:00,,2012/10/22 00:00,B
93053211,C,42,2011/11/24 00:00,,2011/12/22 00:00,A
96051851,C,42,2011/11/30 00:00,,2011/12/22 00:00,A
94123951,C,5,2011/12/1 00:00,,2011/12/21 00:00,B
94183489,N,,2012/9/25 00:00,,2012/9/26 00:00,C
96051860,N,,2011/7/30 00:00,,2012/3/26 00:00,A
98127838,D,20,2011/8/1 00:00,,2011/8/26 00:00,B
95051807,N,,2011/8/30 00:00,,2012/3/26 00:00,A
96051847,N,,2011/8/30 00:00,,2012/3/26 00:00,A
93053221,D,26,2011/9/8 00:00,死亡,2011/9/30 00:00,A
93053221,C,56,2011/9/16 00:00,,2011/9/30 00:00,A
94051712,C,C,2009/4/3 00:00,其他原因,,A
93053832,C,C,2009/4/12 00:00,其他原因,,A
92184016,C,C,2009/5/4 00:00,其他原因,,C
94123926,C,40,2013/3/20 00:00,,2013/4/30 00:00,B
93184931,C,2,2011/10/20 00:00,,2011/10/26 00:00,C
10046044,C,47,2011/10/20 00:00,,2011/10/26 00:00,B
95051787,N,,2011/10/31 00:00,,2012/5/25 00:00,A
96185479,N,,2012/4/25 00:00,,2012/4/26 00:00,C
98186924,N,,2012/4/25 00:00,,2012/4/26 00:00,C
97051455,C,27,2012/5/10 00:00,,2012/5/24 00:00,A
99183176,N,,2013/3/25 00:00,,2013/3/27 00:00,C
99183177,N,,2013/3/22 00:00,,2013/3/27 00:00,C
96185465,C,31,2012/4/20 00:00,,2012/5/28 00:00,C
95121875,D,31,2012/4/26 00:00,,2012/4/27 00:00,B
96185487,D,2,2012/4/25 00:00,,2012/4/26 00:00,C
95181682,C,11,2012/5/15 00:00,,2012/5/28 00:00,C
93051391,C,39,2012/5/29 00:00,,2012/6/25 00:00,A
95051803,D,20,2012/8/24 00:00,,2012/9/20 00:00,A
98052004,C,42,2012/8/27 00:00,,2012/9/20 00:00,A
94183468,C,2,2012/5/15 00:00,,2012/5/28 00:00,C
97051457,C,43,2012/5/23 00:00,,2012/5/24 00:00,A
96185487,N,,2012/5/20 00:00,,2012/7/26 00:00,C
93126177,C,40,2011/11/20 00:00,,2011/11/25 00:00,B
91051514,C,C,2009/8/25 00:00,其他原因,,A
96123536,C,31,2012/5/10 00:00,,2012/5/24 00:00,B
97124152,C,92,2012/9/15 00:00,,2012/9/24 00:00,B
98186932,N,,2013/3/25 00:00,,2013/3/27 00:00,C
94051714,C,50,2011/11/8 00:00,,2011/11/24 00:00,A
96051830,N,,2011/11/30 00:00,,2012/3/26 00:00,A
92051454,C,C,2009/8/19 00:00,其他原因,,A
93126224,C,C,2009/8/15 00:00,2種原因以上,,B
97124135,C,5,2011/12/1 00:00,,2011/12/21 00:00,B
98127836,D,31,2011/11/23 00:00,,2011/11/25 00:00,B
95051806,C,12,2011/12/22 00:00,,2012/1/16 00:00,A
97051475,C,43,2011/12/26 00:00,,2012/1/16 00:00,A
94051730,D,26,2011/12/28 00:00,木乃伊,2012/1/16 00:00,A
98122761,D,31,2011/11/23 00:00,,2011/11/25 00:00,B
96121457,C,5,2011/12/1 00:00,,2011/12/21 00:00,B
99051731,C,3,2011/12/15 00:00,,2011/12/22 00:00,A
92051374,C,50,2011/12/17 00:00,,2011/12/22 00:00,A
94051720,D,20,2010/10/14 00:00,,2010/10/29 00:00,A
95051797,D,20,2010/10/15 00:00,,2010/10/29 00:00,A
95181691,C,11,2010/10/15 00:00,,2010/10/27 00:00,C
98186940,N,,2012/9/25 00:00,,2012/9/26 00:00,C
98186942,C,2,2012/10/5 00:00,,2012/11/26 00:00,C
93126195,C,5,2011/12/1 00:00,,2011/12/21 00:00,B
94051730,D,20,2012/10/11 00:00,,2012/10/22 00:00,A
94051730,N,,2012/10/19 00:00,,2012/10/22 00:00,A
95181711,N,,2012/10/21 00:00,,2012/10/22 00:00,C
96123563,C,48,2012/10/10 00:00,,2012/10/22 00:00,B
97051447,C,50,2012/10/4 00:00,,2012/10/22 00:00,A
98051977,C,39,2012/10/31 00:00,,2012/11/16 00:00,A
96185492,N,,2012/10/21 00:00,,2012/10/22 00:00,C
93053239,D,29,2012/11/22 00:00,,2012/12/20 00:00,A
95051809,C,12,2012/11/24 00:00,,2012/12/20 00:00,A
96051828,N,,2011/9/30 00:00,,2012/3/26 00:00,A
98127838,N,,2011/9/30 00:00,,2012/3/21 00:00,B
99051758,C,42,2011/9/30 00:00,腳痛,2011/10/31 00:00,A
92122322,C,5,2012/10/30 00:00,,2012/11/22 00:00,B
94123955,D,31,2011/10/24 00:00,,2011/10/26 00:00,B
96126925,D,31,2011/10/24 00:00,,2011/10/26 00:00,B
93053239,D,31,2012/3/22 00:00,,2012/3/23 00:00,A
95051809,N,,2012/3/22 00:00,,2012/3/26 00:00,A
93053829,C,81,2012/5/20 00:00,腳斷,2012/5/24 00:00,A
93184930,C,1,2012/10/25 00:00,,2012/11/26 00:00,C
94123926,N,,2012/5/23 00:00,,2012/5/24 00:00,B
91129113,C,31,2012/5/25 00:00,,2012/6/26 00:00,B
97124166,C,11,2012/10/10 00:00,,2012/10/22 00:00,B
95051811,C,30,2013/3/29 00:00,,2013/4/19 00:00,A
95121834,C,42,2013/4/1 00:00,,2013/4/30 00:00,B
98186935,D,31,2012/5/27 00:00,,2012/5/28 00:00,C
95051763,D,20,2012/6/10 00:00,,2012/6/25 00:00,A
95121848,C,2,2013/4/1 00:00,,2013/4/30 00:00,B
98122576,C,1,2013/4/1 00:00,,2013/4/30 00:00,B
1051835,C,42,2013/4/2 00:00,,2013/4/19 00:00,A
98122736,C,31,2013/4/1 00:00,,2013/4/30 00:00,B
95121875,C,31,2012/5/23 00:00,,2012/5/24 00:00,B
96051848,N,,2012/5/23 00:00,,2012/5/25 00:00,A
97124168,D,31,2012/5/23 00:00,,2012/5/24 00:00,B
95121855,C,41,2012/6/1 00:00,,2012/6/26 00:00,B
98122537,C,31,2012/6/10 00:00,,2012/6/26 00:00,B
94123944,C,11,2013/3/29 00:00,,2013/6/25 00:00,B
95121877,C,41,2013/4/1 00:00,,2013/4/30 00:00,B
97124188,C,1,2013/4/1 00:00,,2013/4/30 00:00,B
95051798,C,39,2012/4/10 00:00,,2012/4/18 00:00,A
96126990,C,40,2011/8/10 00:00,,2011/8/26 00:00,B
96051847,D,20,2010/11/3 00:00,,2010/11/26 00:00,A
96051847,D,30,2010/11/3 00:00,,2010/11/26 00:00,A
93053850,C,39,2012/10/31 00:00,,2012/11/16 00:00,A
96121464,C,5,2012/11/10 00:00,,2012/11/22 00:00,B
98122740,C,41,2013/4/1 00:00,,2013/4/30 00:00,B
96051849,D,20,2012/11/6 00:00,,2012/11/16 00:00,A
97124168,C,5,2012/11/10 00:00,,2012/11/22 00:00,B
96121463,C,5,2012/11/10 00:00,,2012/11/22 00:00,B
2051994,C,0,2013/4/10 00:00,,2013/4/19 00:00,A
99127650,C,31,2013/4/10 00:00,,2013/4/30 00:00,B
99127668,C,40,2013/4/10 00:00,,2013/4/30 00:00,B
99127620,C,42,2012/6/15 00:00,,2012/6/26 00:00,B
95051790,C,27,2012/5/17 00:00,,2012/5/24 00:00,A
92051452,D,42,2012/5/23 00:00,腳痛,2012/5/24 00:00,A
